Date,Station_Id,Station_Name,Air_Temp_Avg_degF,Air_Temp_Max_degF,Air_Temp_Min_degF,Precip_Accum_in_,Precip_Increment_in,Precip_Increment_Snow_in,Precip_MTD_in,Snow_Depth_in,Snow_Density_pct,Snow_Rain_Ratio
11/25/14,602,Loveland Basin,15,24,4,5,0.6,0.6,3.7,25,18,100
11/26/14,602,Loveland Basin,25,29,22,5.6,0.3,0.3,4.3,29,17.6,100
11/27/14,602,Loveland Basin,30,36,23,5.9,0,0,4.6,28,19.3,
11/28/14,602,Loveland Basin,33,40,28,5.9,0,0,4.6,25,21.6,
11/29/14,602,Loveland Basin,28,36,22,5.9,0.1,0.1,4.6,24,22.5,0
11/30/14,602,Loveland Basin,28,33,22,6,0,0,4.7,23,23.5,
12/1/14,602,Loveland Basin,24,30,21,6,0,0,4.7,23,23.5,
12/2/14,602,Loveland Basin,27,35,18,6,0,0,0,23,23.5,
12/3/14,602,Loveland Basin,28,38,23,6,0,0,0,22,24.5,
12/4/14,602,Loveland Basin,29,35,25,6,0,0,0,22,24.5,
12/5/14,602,Loveland Basin,25,33,18,6,0.1,0.1,0,22,24.5,0
12/6/14,602,Loveland Basin,28,35,21,6.1,0,0,0.1,21,25.7,
12/7/14,602,Loveland Basin,25,31,18,6.1,0,0,0.1,21,25.7,
12/8/14,602,Loveland Basin,28,39,21,6.1,0,0,0.1,21,25.7,
12/9/14,602,Loveland Basin,30,40,24,6.1,0,0,0.1,21,25.7,
12/10/14,602,Loveland Basin,28,38,23,6.1,0,0.1,0.1,21,25.7,
12/11/14,602,Loveland Basin,29,38,24,6.1,0,0,0.1,21,26.2,
12/12/14,602,Loveland Basin,34,44,26,6.1,0,0,0.1,21,26.2,
12/13/14,602,Loveland Basin,30,39,24,6.1,0,0,0.1,21,26.2,
12/14/14,602,Loveland Basin,19,24,13,6.1,0.4,0.4,0.1,21,26.2,100
12/15/14,602,Loveland Basin,11,15,7,6.5,0.1,0.1,0.5,27,21.9,100
12/16/14,602,Loveland Basin,22,33,11,6.6,0,0,0.6,27,22.2,
12/17/14,602,Loveland Basin,20,28,15,6.6,0.1,0.1,0.6,26,23.1,100
12/18/14,602,Loveland Basin,15,24,8,6.7,0,0,0.7,26,23.5,
12/19/14,602,Loveland Basin,13,19,7,6.7,0,0,0.7,26,23.5,
12/20/14,602,Loveland Basin,20,27,17,6.7,0.1,0.1,0.7,26,23.5,100
12/21/14,602,Loveland Basin,21,24,16,6.8,0.8,1.1,0.8,26,23.8,138
12/22/14,602,Loveland Basin,12,17,5,7.6,1.1,1.1,1.6,36,20.3,100
12/23/14,602,Loveland Basin,4,9,1,8.7,0.1,0.1,2.7,48,17.5,100
12/24/14,602,Loveland Basin,15,26,2,8.8,0,0,2.8,44,19.3,
12/25/14,602,Loveland Basin,17,26,3,8.8,0.2,0.2,2.8,41,20.7,100
12/26/14,602,Loveland Basin,2,12,-6,9,0.1,0.1,3,42,20.7,100
12/27/14,602,Loveland Basin,-1,7,-8,9.1,0,0,3.1,41,21.5,
12/28/14,602,Loveland Basin,8,13,4,9.1,0.3,0.3,3.1,40,22,100
12/29/14,602,Loveland Basin,-1,8,-12,9.4,0.1,0.1,3.4,41,22.2,100
12/30/14,602,Loveland Basin,-6,2,-13,9.5,0,0,3.5,41,22.4,
12/31/14,602,Loveland Basin,8,18,-3,9.5,0,0.1,3.5,40,23,
1/1/15,602,Loveland Basin,9,18,2,9.5,0,0,3.5,39,23.8,
1/2/15,602,Loveland Basin,11,21,1,9.5,0.1,0.1,0,39,23.8,0
1/3/15,602,Loveland Basin,12,21,3,9.6,0.2,0.2,0.1,38,24.5,100
1/4/15,602,Loveland Basin,13,18,2,9.8,0,0.1,0.3,43,22.1,
1/5/15,602,Loveland Basin,27,32,17,9.8,0,0.1,0.3,41,23.4,
1/6/15,602,Loveland Basin,29,34,27,9.8,0,0,0.3,40,24.2,
1/7/15,602,Loveland Basin,29,36,24,9.8,0,0,0.3,39,24.9,
1/8/15,602,Loveland Basin,30,36,23,9.8,0,0,0.3,38,25.5,
1/9/15,602,Loveland Basin,25,33,20,9.8,0,0,0.3,38,25.5,
1/10/15,602,Loveland Basin,26,32,20,9.8,0,0,0.3,38,25.5,
1/11/15,602,Loveland Basin,24,30,18,9.8,0.2,0.2,0.3,37,26.2,100
1/12/15,602,Loveland Basin,18,26,12,10,0,0,0.5,42,23.6,
1/13/15,602,Loveland Basin,20,26,11,10,0,0,0.5,41,24.1,
1/14/15,602,Loveland Basin,16,26,10,10,0,0,0.5,40,24.8,
1/15/15,602,Loveland Basin,22,32,12,10,0,0,0.5,39,25.4,
1/16/15,602,Loveland Basin,27,35,17,10,0,0,0.5,39,25.4,
1/17/15,602,Loveland Basin,19,26,11,10,0.1,0.1,0.5,38,26.1,100
1/18/15,602,Loveland Basin,27,34,22,10.1,0,0.1,0.6,39,25.6,
1/19/15,602,Loveland Basin,25,31,18,10.1,0.3,0.3,0.6,39,25.9,100
1/20/15,602,Loveland Basin,14,22,8,10.4,0.1,0.1,0.9,44,23.6,100
1/21/15,602,Loveland Basin,7,17,-8,10.5,0,0,1,45,23.3,
1/22/15,602,Loveland Basin,4,16,-8,10.5,0.1,0.1,1,45,23.3,0
1/23/15,602,Loveland Basin,18,27,9,10.6,0,0,1.1,44,23.9,
1/24/15,602,Loveland Basin,22,29,13,10.6,0,0.1,1.1,42,25,
1/25/15,602,Loveland Basin,26,34,22,10.6,0,0.1,1.1,42,25.2,
1/26/15,602,Loveland Basin,33,44,26,10.6,0,0,1.1,42,25.5,
1/27/15,602,Loveland Basin,32,46,25,10.6,0,0,1.1,41,26.1,
1/28/15,602,Loveland Basin,25,29,21,10.6,0,0,1.1,41,26.1,
1/29/15,602,Loveland Basin,24,33,18,10.6,0,0,1.1,40,26.8,
1/30/15,602,Loveland Basin,25,32,20,10.6,0.2,0.2,1.1,40,26.8,100
1/31/15,602,Loveland Basin,23,31,11,10.8,0.1,0.1,1.3,42,26,100
2/1/15,602,Loveland Basin,13,18,7,10.9,0,0,1.4,43,25.6,
2/2/15,602,Loveland Basin,21,26,17,10.9,0.1,0.2,0,42,26.2,200
2/3/15,602,Loveland Basin,26,31,22,11,0.2,0.2,0.1,44,25.5,50
2/4/15,602,Loveland Basin,26,30,22,11.2,0.7,0.8,0.3,45,25.1,114
2/5/15,602,Loveland Basin,28,35,19,11.9,0,0,1,53,22.8,
2/6/15,602,Loveland Basin,35,42,29,11.9,0,0,1,51,23.7,
2/7/15,602,Loveland Basin,32,42,22,11.9,0,0,1,49,24.7,
2/8/15,602,Loveland Basin,30,41,22,11.9,0,0,1,48,25.2,
2/9/15,602,Loveland Basin,32,43,24,11.9,0,0,1,47,25.7,
2/10/15,602,Loveland Basin,26,32,20,11.9,0.1,0.1,1,47,25.7,100
2/11/15,602,Loveland Basin,21,31,15,12,0,0,1.1,47,26,
2/12/15,602,Loveland Basin,26,34,19,12,0,0,1.1,48,25.4,
2/13/15,602,Loveland Basin,29,39,22,12,0,0,1.1,47,26,
2/14/15,602,Loveland Basin,33,45,25,12,0,0.1,1.1,46,26.5,
2/15/15,602,Loveland Basin,24,33,12,12,0.1,0.1,1.1,45,27.3,100
2/16/15,602,Loveland Basin,10,15,4,12.1,0.3,0.3,1.2,50,24.8,100
2/17/15,602,Loveland Basin,9,16,3,12.4,0.2,0.2,1.5,52,24.4,50
2/18/15,602,Loveland Basin,20,32,11,12.6,0,0.1,1.7,51,25.1,
2/19/15,602,Loveland Basin,28,37,18,12.6,0,0,1.7,50,25.8,
2/20/15,602,Loveland Basin,20,30,13,12.6,0.3,0.3,1.7,49,26.3,100
2/21/15,602,Loveland Basin,12,22,-1,12.9,0.2,0.2,2,54,24.4,100
2/22/15,602,Loveland Basin,2,15,-9,13.1,0.2,0.2,2.2,55,24.4,100
2/23/15,602,Loveland Basin,18,33,7,13.3,0,0,2.4,55,24.7,
2/24/15,602,Loveland Basin,17,34,6,13.3,0,0,2.4,53,25.7,
2/25/15,602,Loveland Basin,16,27,2,13.3,0.3,0.5,2.4,52,26.2,167
2/26/15,602,Loveland Basin,6,19,-4,13.6,0,0.1,2.7,59,23.9,
2/27/15,602,Loveland Basin,10,22,2,13.6,0.2,0.2,2.7,58,24.5,50
2/28/15,602,Loveland Basin,13,26,0,13.8,0,0.2,2.9,57,25.1,
3/1/15,602,Loveland Basin,21,27,15,13.8,0.3,0.3,2.9,58,25,67
3/2/15,602,Loveland Basin,28,36,16,14.1,0.2,0.2,0.3,59,24.9,100
3/3/15,602,Loveland Basin,15,23,6,14.3,0.2,0.2,0.5,60,24.8,100
3/4/15,602,Loveland Basin,3,11,-4,14.5,0,0,0.7,62,24.4,
3/5/15,602,Loveland Basin,13,25,0,14.5,0.1,0.1,0.7,61,24.8,100
3/6/15,602,Loveland Basin,22,36,13,14.6,0,0,0.8,59,25.8,
3/7/15,602,Loveland Basin,27,42,15,14.6,0,0,0.8,58,26.2,
3/8/15,602,Loveland Basin,24,36,16,14.6,0,0,0.8,57,26.7,
3/9/15,602,Loveland Basin,23,36,13,14.6,0,0,0.8,57,26.7,
3/10/15,602,Loveland Basin,26,41,16,14.6,0,0,0.8,57,26.7,
3/11/15,602,Loveland Basin,30,44,17,14.6,0,0,0.8,56,27.1,
3/12/15,602,Loveland Basin,31,42,25,14.6,0,0,0.8,55,27.6,
3/13/15,602,Loveland Basin,26,35,16,14.6,0.2,0.3,0.8,55,27.6,150
3/14/15,602,Loveland Basin,30,46,14,14.8,0,0,1,58,26.7,
3/15/15,602,Loveland Basin,40,58,26,14.8,0,0,1,58,26.7,
3/16/15,602,Loveland Basin,39,52,29,14.8,0,0,1,56,27.7,
3/17/15,602,Loveland Basin,39,54,29,14.8,0,0,1,56,27.7,
3/18/15,602,Loveland Basin,35,43,27,14.8,0,0,1,54,28.7,
3/19/15,602,Loveland Basin,27,37,16,14.8,0,0,1,54,28.7,
3/20/15,602,Loveland Basin,29,47,17,14.8,0,0,1,54,28.7,
3/21/15,602,Loveland Basin,32,47,21,14.8,0,0,1,54,28.7,
3/22/15,602,Loveland Basin,34,45,27,14.8,0,0,1,54,28.7,
3/23/15,602,Loveland Basin,31,44,22,14.8,0.2,0.3,1,53,29.2,150
3/24/15,602,Loveland Basin,25,34,15,15,0.2,0.2,1.2,57,27.7,100
3/25/15,602,Loveland Basin,20,27,14,15.2,0.4,0.4,1.4,59,27.1,75
3/26/15,602,Loveland Basin,26,36,14,15.6,0,0,1.8,62,26.3,
3/27/15,602,Loveland Basin,33,45,25,15.6,0,0.1,1.8,60,27.2,
3/28/15,602,Loveland Basin,38,51,31,15.6,0,0,1.8,58,28.3,
3/29/15,602,Loveland Basin,35,48,24,15.6,0,0,1.8,57,28.8,
3/30/15,602,Loveland Basin,36,49,27,15.6,0,0,1.8,56,29.3,
3/31/15,602,Loveland Basin,39,52,27,15.6,0,0,1.8,55,29.8,
4/1/15,602,Loveland Basin,34,44,24,15.6,0,0,1.8,54,30.4,
4/2/15,602,Loveland Basin,26,38,14,15.6,0.1,0.2,0,54,30.4,200
4/3/15,602,Loveland Basin,19,32,10,15.7,0.1,0.1,0.1,57,29.1,100
4/4/15,602,Loveland Basin,30,44,13,15.8,0,0.1,0.2,56,29.8,
4/5/15,602,Loveland Basin,35,47,23,15.8,0,0,0.2,55,30.5,
4/6/15,602,Loveland Basin,36,48,24,15.8,0,0.1,0.2,54,31.1,
4/7/15,602,Loveland Basin,34,47,21,15.8,0,0.1,0.2,54,31.3,
4/8/15,602,Loveland Basin,30,44,17,15.8,0,0,0.2,53,32.1,
4/9/15,602,Loveland Basin,26,38,17,15.8,0.2,0.2,0.2,53,32.1,100
4/10/15,602,Loveland Basin,30,45,18,16,0,0,0.4,54,31.9,
4/11/15,602,Loveland Basin,34,48,22,16,0,0,0.4,54,31.9,
4/12/15,602,Loveland Basin,31,42,22,16,0,0,0.4,53,32.5,
4/13/15,602,Loveland Basin,35,49,23,16,0,0,0.4,53,32.5,
4/14/15,602,Loveland Basin,38,53,26,16,0,0,0.4,53,32.5,
4/15/15,602,Loveland Basin,29,41,19,16,0,0,0.4,51,33.7,
4/16/15,602,Loveland Basin,23,35,20,16,0.7,0.7,0.4,52,33.1,100
4/17/15,602,Loveland Basin,23,36,12,16.7,0.8,1,1.1,63,28.4,125
4/18/15,602,Loveland Basin,24,36,15,17.5,0.4,0.4,1.9,69,27.4,100
4/19/15,602,Loveland Basin,25,34,17,17.9,0.1,0.1,2.3,68,28.4,100
4/20/15,602,Loveland Basin,26,38,21,18,0.4,0.5,2.4,67,29,125
4/21/15,602,Loveland Basin,32,46,24,18.4,0,0,2.8,68,29.3,
4/22/15,602,Loveland Basin,33,48,23,18.4,0,0,2.8,65,30.6,
4/23/15,602,Loveland Basin,32,46,23,18.4,0.2,0.2,2.8,64,31.1,50
4/24/15,602,Loveland Basin,30,45,22,18.6,0,0.1,3,63,31.7,
4/25/15,602,Loveland Basin,32,44,24,18.6,0.5,0.6,3,63,31.9,120
4/26/15,602,Loveland Basin,29,37,25,19.1,0.2,0.3,3.5,69,30,150
4/27/15,602,Loveland Basin,30,40,24,19.3,0,0,3.7,70,30,
4/28/15,602,Loveland Basin,34,51,18,19.3,0,0,3.7,67,31.2,
4/29/15,602,Loveland Basin,39,53,28,19.3,0,0,3.7,63,33,
4/30/15,602,Loveland Basin,40,57,30,19.3,0,0,3.7,61,33.8,
5/1/15,602,Loveland Basin,38,55,31,19.3,0.1,0.1,3.7,60,33.2,0
5/2/15,602,Loveland Basin,40,52,33,19.4,0,0,0.1,59,33.4,
5/3/15,602,Loveland Basin,40,54,32,19.4,0,0,0.1,58,33.8,
5/4/15,602,Loveland Basin,37,50,32,19.4,0.1,0.1,0.1,57,34,100
5/5/15,602,Loveland Basin,36,42,30,19.5,0.1,0.1,0.2,56,34.8,0
5/6/15,602,Loveland Basin,36,46,31,19.6,0.2,0.2,0.3,56,34.8,100
5/7/15,602,Loveland Basin,35,49,30,19.8,0.1,0.1,0.5,56,35.2,0
5/8/15,602,Loveland Basin,34,45,30,19.9,1,1,0.6,55,35.8,80
5/9/15,602,Loveland Basin,30,44,20,20.9,0.8,0.8,1.6,58,35.3,100
5/10/15,602,Loveland Basin,24,36,17,21.7,0.1,0.1,2.4,65,32.8,100
5/11/15,602,Loveland Basin,31,43,20,21.8,0.1,0.1,2.5,63,34,100
5/12/15,602,Loveland Basin,40,53,31,21.9,0,0,2.6,60,35.8,
5/13/15,602,Loveland Basin,37,46,33,21.9,0.1,0.1,2.6,58,36.6,0
5/14/15,602,Loveland Basin,39,49,31,22,0.1,0.1,2.7,58,36.6,0
5/15/15,602,Loveland Basin,32,43,20,22.1,0.2,0.2,2.8,58,36.4,50
5/16/15,602,Loveland Basin,29,41,18,22.3,0.3,0.3,3,58,36.6,100
5/17/15,602,Loveland Basin,32,42,26,22.6,0.4,0.4,3.3,61,35.2,100
5/18/15,602,Loveland Basin,35,49,25,23,0.4,0.4,3.7,62,35.3,75
5/19/15,602,Loveland Basin,32,42,28,23.4,0.5,0.5,4.1,64,34.7,100
5/20/15,602,Loveland Basin,35,47,25,23.9,0,0,4.6,66,34.4,
5/21/15,602,Loveland Basin,36,53,29,23.9,0,0,4.6,62,36.5,
5/22/15,602,Loveland Basin,36,49,31,23.9,0.3,0.3,4.6,61,37,0
5/23/15,602,Loveland Basin,31,45,22,24.2,0.2,0.2,4.9,61,37,100
5/24/15,602,Loveland Basin,33,48,22,24.4,0.1,0.1,5.1,61,37.4,0
5/25/15,602,Loveland Basin,35,49,28,24.5,0,0,5.2,60,37.8,
5/26/15,602,Loveland Basin,38,52,31,24.5,0.1,0.1,5.2,58,38.6,0
5/27/15,602,Loveland Basin,40,52,30,24.6,0.1,0.1,5.3,57,38.8,0
5/28/15,602,Loveland Basin,38,52,29,24.7,0,0,5.4,56,38.8,
5/29/15,602,Loveland Basin,35,48,27,24.7,0.2,0.2,5.4,54,38.9,0
5/30/15,602,Loveland Basin,41,56,27,24.9,0,0,5.6,54,38.7,
5/31/15,602,Loveland Basin,45,58,35,24.9,0,0,5.6,51,39.6,
6/1/15,602,Loveland Basin,47,62,38,24.9,0,0,5.6,49,39.8,
6/2/15,602,Loveland Basin,49,61,40,24.9,0,0,0,47,41.5,
6/3/15,602,Loveland Basin,47,59,37,24.9,0,0,0,43,44,
6/4/15,602,Loveland Basin,49,62,37,24.9,0,0,0,41,44.4,
6/5/15,602,Loveland Basin,41,53,35,24.9,0.4,0.4,0,37,46.5,0
6/6/15,602,Loveland Basin,42,54,34,25.3,0,0,0.4,35,48.9,
6/7/15,602,Loveland Basin,42,56,33,25.3,0,0,0.4,34,47.9,
6/8/15,602,Loveland Basin,45,58,33,25.3,0,0,0.4,31,49.4,
6/9/15,602,Loveland Basin,47,61,38,25.3,0,0,0.4,28,50.7,
6/10/15,602,Loveland Basin,44,53,39,25.3,0.1,0.1,0.4,26,50.4,0
6/11/15,602,Loveland Basin,42,56,35,25.4,0.7,0.7,0.5,24,51.2,0
6/12/15,602,Loveland Basin,43,55,36,26.1,0.1,0.1,1.2,22,55.9,0
6/13/15,602,Loveland Basin,44,57,37,26.2,0,0,1.3,19,64.7,
6/14/15,602,Loveland Basin,45,56,37,26.2,0,0,1.3,15,66,
6/15/15,602,Loveland Basin,46,59,37,26.2,0,0,1.3,15,56.7,
6/16/15,602,Loveland Basin,47,58,40,26.2,0,0,1.3,11,70,
6/17/15,602,Loveland Basin,50,63,40,26.2,0,0,1.3,10,61,
6/18/15,602,Loveland Basin,52,64,41,26.2,0,0,1.3,8,53.8,
10/23/15,602,Loveland Basin,30,36,24,2.1,0.4,0.4,2.1,10,13,50
10/24/15,602,Loveland Basin,28,41,20,2.5,0,0,2.5,11,13.6,
10/25/15,602,Loveland Basin,33,47,23,2.5,0,0,2.5,9,16.7,
10/26/15,602,Loveland Basin,33,40,27,2.5,0,0,2.5,8,18.8,
10/27/15,602,Loveland Basin,26,33,18,2.5,0.4,0.4,2.5,7,21.4,100
10/28/15,602,Loveland Basin,28,36,18,2.9,0,0,2.9,11,17.3,
10/29/15,602,Loveland Basin,31,39,26,2.9,0,0,2.9,9,21.1,
10/30/15,602,Loveland Basin,26,31,20,2.9,0.2,0.2,2.9,9,21.1,50
10/31/15,602,Loveland Basin,29,35,24,3.1,0,0.1,3.1,10,20,
11/1/15,602,Loveland Basin,35,44,29,3.1,0,0,3.1,10,21,
11/2/15,602,Loveland Basin,38,50,29,3.1,0,0,0,9,23.3,
11/3/15,602,Loveland Basin,37,44,32,3.1,0.1,0.1,0,8,26.2,0
11/4/15,602,Loveland Basin,30,37,20,3.2,0.3,0.3,0.1,8,26.2,67
11/5/15,602,Loveland Basin,19,26,15,3.5,0.2,0.2,0.4,12,19.2,100
11/6/15,602,Loveland Basin,15,20,10,3.7,0.1,0.1,0.6,14,17.9,100
11/7/15,602,Loveland Basin,23,38,5,3.8,0.1,0.1,0.7,14,18.6,0
11/8/15,602,Loveland Basin,30,46,23,3.9,0,0,0.8,13,20,
11/9/15,602,Loveland Basin,30,41,21,3.9,0,0,0.8,12,21.7,
11/10/15,602,Loveland Basin,29,39,20,3.9,0.4,0.5,0.8,12,21.7,125
11/11/15,602,Loveland Basin,15,20,8,4.3,0.4,0.4,1.2,19,16.3,100
11/12/15,602,Loveland Basin,18,26,11,4.7,0,0,1.6,22,15.9,
11/13/15,602,Loveland Basin,24,35,16,4.7,0,0,1.6,20,17.5,
11/14/15,602,Loveland Basin,27,42,21,4.7,0,0,1.6,18,19.4,
11/15/15,602,Loveland Basin,27,37,18,4.7,0,0,1.6,17,20.6,
11/16/15,602,Loveland Basin,24,31,18,4.7,0.4,0.4,1.6,16,21.9,100
11/17/15,602,Loveland Basin,14,18,11,5.1,0.2,0.2,2,22,17.7,100
11/18/15,602,Loveland Basin,19,21,16,5.3,0.4,0.5,2.2,21,19.5,125
11/19/15,602,Loveland Basin,22,26,17,5.7,0.1,0.1,2.6,28,16.4,100
11/20/15,602,Loveland Basin,18,28,0,5.8,0.6,0.7,2.7,26,18.1,117
11/21/15,602,Loveland Basin,10,20,-5,6.4,0.1,0.1,3.3,33,16.4,0
11/22/15,602,Loveland Basin,22,34,15,6.5,0,0,3.4,29,18.6,
11/23/15,602,Loveland Basin,25,36,18,6.5,0,0,3.4,26,20.8,
11/24/15,602,Loveland Basin,27,35,21,6.5,0,0,3.4,25,21.6,
11/25/15,602,Loveland Basin,30,39,22,6.5,0,0,3.4,24,22.5,
11/26/15,602,Loveland Basin,13,26,2,6.5,0.1,0.1,3.4,22,24.5,0
11/27/15,602,Loveland Basin,16,26,2,6.6,0,0,3.5,24,22.5,
11/28/15,602,Loveland Basin,17,23,9,6.6,0.1,0.1,3.5,23,23.5,100
11/29/15,602,Loveland Basin,14,22,6,6.7,0.1,0.1,3.6,23,23.9,0
11/30/15,602,Loveland Basin,3,8,0,6.8,0.1,0.1,3.7,24,22.9,100
12/1/15,602,Loveland Basin,8,13,-1,6.9,0,0.1,3.8,24,23.3,
12/2/15,602,Loveland Basin,19,28,10,6.9,0,0,0,24,23.8,
12/3/15,602,Loveland Basin,21,28,16,6.9,0,0,0,23,24.8,
12/4/15,602,Loveland Basin,30,40,22,6.9,0,0,0,23,24.8,
12/5/15,602,Loveland Basin,18,25,11,6.9,0,0,0,23,24.8,
12/6/15,602,Loveland Basin,27,37,14,6.9,0,0,0,24,23.8,
12/7/15,602,Loveland Basin,30,36,21,6.9,0,0.1,0,23,24.8,
12/8/15,602,Loveland Basin,27,31,24,6.9,0.1,0.1,0,23,25.2,0
12/9/15,602,Loveland Basin,34,41,26,7,0,0,0.1,23,25.2,
12/10/15,602,Loveland Basin,31,37,20,7,0,0,0.1,22,26.4,
12/11/15,602,Loveland Basin,25,31,19,7,0.1,0.1,0.1,22,26.4,100
12/12/15,602,Loveland Basin,18,24,8,7.1,0.4,0.4,0.2,23,25.7,100
12/13/15,602,Loveland Basin,18,28,6,7.5,0.1,0.1,0.6,31,20.3,0
12/14/15,602,Loveland Basin,22,28,14,7.6,0.4,0.5,0.7,29,21.7,125
12/15/15,602,Loveland Basin,7,15,1,8,0.4,0.4,1.1,33,20.6,100
12/16/15,602,Loveland Basin,2,7,-1,8.4,0.1,0.1,1.5,35,20.6,100
12/17/15,602,Loveland Basin,2,10,-3,8.5,0.1,0.2,1.6,34,21.5,200
12/18/15,602,Loveland Basin,19,28,9,8.6,0.1,0.1,1.7,34,22.1,100
12/19/15,602,Loveland Basin,27,35,19,8.7,0,0,1.8,33,23,
12/20/15,602,Loveland Basin,20,26,14,8.7,0,0,1.8,32,23.8,
12/21/15,602,Loveland Basin,17,21,14,8.7,0.3,0.3,1.8,33,23,100
12/22/15,602,Loveland Basin,20,26,12,9,0.5,0.5,2.1,36,21.9,80
12/23/15,602,Loveland Basin,8,16,-1,9.5,0.4,0.5,2.6,41,20.2,125
12/24/15,602,Loveland Basin,2,8,-4,9.9,0.1,0.1,3,43,20.5,0
12/25/15,602,Loveland Basin,10,20,2,10,0.1,0.2,3.1,41,21.5,200
12/26/15,602,Loveland Basin,-3,5,-9,10.1,0,0,3.2,41,22,
12/27/15,602,Loveland Basin,8,23,-8,10.1,0.1,0.1,3.2,39,23.1,0
12/28/15,602,Loveland Basin,12,21,4,10.2,0,0,3.3,38,23.7,
12/29/15,602,Loveland Basin,7,18,1,10.2,0,0,3.3,38,23.7,
12/30/15,602,Loveland Basin,3,13,-5,10.2,0,0,3.3,37,24.3,
12/31/15,602,Loveland Basin,-1,9,-6,10.2,0,0,3.3,37,24.3,
1/1/16,602,Loveland Basin,6,20,-4,10.2,0,0,3.3,37,24.3,
1/2/16,602,Loveland Basin,16,28,7,10.2,0,0.1,0,37,24.3,
1/3/16,602,Loveland Basin,20,30,13,10.2,0,0,0,36,25.3,
1/4/16,602,Loveland Basin,22,33,17,10.2,0,0,0,36,25.3,
1/5/16,602,Loveland Basin,21,30,13,10.2,0,0,0,35,26,
1/6/16,602,Loveland Basin,19,28,13,10.2,0.1,0.1,0,36,25.3,100
1/7/16,602,Loveland Basin,17,24,11,10.3,0,0,0.1,35,26.3,
1/8/16,602,Loveland Basin,11,17,6,10.3,0.1,0.1,0.1,37,24.9,100
1/9/16,602,Loveland Basin,9,17,2,10.4,0,0,0.2,37,25.1,
1/10/16,602,Loveland Basin,4,11,-2,10.4,0,0,0.2,38,24.5,
1/11/16,602,Loveland Basin,12,19,2,10.4,0,0,0.2,37,25.1,
1/12/16,602,Loveland Basin,19,28,10,10.4,0,0,0.2,37,25.1,
1/13/16,602,Loveland Basin,24,32,17,10.4,0,0.1,0.2,37,25.1,
1/14/16,602,Loveland Basin,14,23,9,10.4,0.2,0.2,0.2,36,26.1,0
1/15/16,602,Loveland Basin,11,20,5,10.6,0.2,0.3,0.4,38,24.7,150
1/16/16,602,Loveland Basin,9,17,1,10.8,0.1,0.1,0.6,41,23.7,100
1/17/16,602,Loveland Basin,15,19,12,10.9,0.3,0.3,0.7,41,23.9,100
1/18/16,602,Loveland Basin,21,30,15,11.2,0,0.1,1,44,23,
1/19/16,602,Loveland Basin,18,24,11,11.2,0.1,0.1,1,43,23.7,100
1/20/16,602,Loveland Basin,14,23,6,11.3,0.2,0.2,1.1,44,23.4,100
1/21/16,602,Loveland Basin,12,21,7,11.5,0.1,0.1,1.3,46,22.8,0
1/22/16,602,Loveland Basin,24,34,17,11.6,0,0.1,1.4,45,23.3,
1/23/16,602,Loveland Basin,29,38,23,11.6,0,0,1.4,44,24.1,
1/24/16,602,Loveland Basin,19,29,10,11.6,0,0.1,1.4,43,24.7,
1/25/16,602,Loveland Basin,9,18,4,11.6,0.2,0.2,1.4,44,24.3,50
1/26/16,602,Loveland Basin,9,18,-2,11.8,0,0,1.6,45,24,
1/27/16,602,Loveland Basin,22,30,17,11.8,0,0,1.6,44,24.5,
1/28/16,602,Loveland Basin,25,35,17,11.8,0,0.1,1.6,43,25.1,
1/29/16,602,Loveland Basin,24,28,19,11.8,0.1,0.1,1.6,43,25.3,100
1/30/16,602,Loveland Basin,27,34,16,11.9,0.6,0.6,1.7,43,25.6,100
1/31/16,602,Loveland Basin,14,23,9,12.5,0.5,0.5,2.3,50,23.2,100
2/1/16,602,Loveland Basin,12,21,1,13,0.2,0.3,2.8,54,22.4,150
2/2/16,602,Loveland Basin,1,10,-5,13.2,0.1,0.1,0.2,55,22.5,100
2/3/16,602,Loveland Basin,-5,1,-11,13.3,0,0.1,0.3,54,23.1,
2/4/16,602,Loveland Basin,6,15,-8,13.3,0.1,0.1,0.3,54,23.3,100
2/5/16,602,Loveland Basin,6,12,1,13.4,0,0,0.4,53,24,
2/6/16,602,Loveland Basin,18,26,9,13.4,0.1,0.1,0.4,53,24,100
2/7/16,602,Loveland Basin,18,24,14,13.5,0.1,0.1,0.5,52,24.6,0
2/8/16,602,Loveland Basin,22,30,17,13.6,0,0,0.6,51,25.1,
2/9/16,602,Loveland Basin,25,34,19,13.6,0,0,0.6,50,25.6,
2/10/16,602,Loveland Basin,29,41,20,13.6,0,0,0.6,50,25.6,
2/11/16,602,Loveland Basin,30,38,24,13.6,0,0,0.6,49,26.1,
2/12/16,602,Loveland Basin,33,43,28,13.6,0,0,0.6,49,26.1,
2/13/16,602,Loveland Basin,31,39,21,13.6,0,0,0.6,48,26.7,
2/14/16,602,Loveland Basin,21,27,18,13.6,0.3,0.3,0.6,48,26.7,100
2/15/16,602,Loveland Basin,24,28,18,13.9,0.3,0.3,0.9,53,24.7,100
2/16/16,602,Loveland Basin,26,33,21,14.2,0,0.1,1.2,54,24.8,
2/17/16,602,Loveland Basin,34,46,23,14.2,0,0.1,1.2,54,25,
2/18/16,602,Loveland Basin,31,40,15,14.2,0.3,0.3,1.2,54,25.2,33
