Date,Station_Id,Station_Name,Air_Temp_Avg_degF,Air_Temp_Max_degF,Air_Temp_Min_degF,Precip_Accum_in_,Precip_Increment_in,Precip_Increment_Snow_in,Precip_MTD_in,Snow_Depth_in,Snow_Density_pct,Snow_Rain_Ratio,percip_prior_2days,percip_prior_4days,percip_prior_7days,percip_prior_14days,temp_min_prior_2days,temp_min_prior_4days,temp_min_prior_7days,temp_min_prior_14days,temp_max_prior_2days,temp_max_prior_4days,temp_max_prior_7days,temp_max_prior_14days,snow_density_avg_prior_2days,snow_density_avg_prior_4days,snow_density_avg_prior_7days,snow_density_avg_prior_14days
2019-05-19,713,Red Mountain Pass,30.0,39.0,20.0,38.0,0.1,0.3,2.0,73,43.0,300.0,75.5,150.2999999999993,262.4999999999996,521.3999999999992,20.0,20.0,20.0,20.0,40.0,55.0,58.0,58.0,42.75000000000006,43.32500000000003,43.9571428571429,43.70714285714293
2019-05-20,713,Red Mountain Pass,26.0,37.0,16.0,38.1,0.9,0.9,2.1,77,41.2,100.0,76.1,150.9999999999993,263.1999999999996,522.5999999999992,16.0,16.0,16.0,16.0,39.0,40.0,58.0,58.0,42.10000000000006,42.70000000000003,43.44285714285718,43.57142857142865
2019-05-21,713,Red Mountain Pass,27.0,41.0,19.0,39.0,0.2,0.4,3.0,85,38.4,200.0,77.1,152.59999999999928,264.7999999999996,524.6999999999992,16.0,16.0,16.0,16.0,41.0,41.0,56.0,58.0,39.800000000000054,41.275000000000034,42.485714285714316,43.214285714285786
2019-05-22,713,Red Mountain Pass,30.0,39.0,22.0,39.2,0.3,0.3,3.2,82,40.2,67.0,78.19999999999999,154.29999999999927,266.5999999999996,526.9999999999993,19.0,16.0,16.0,16.0,41.0,41.0,55.0,58.0,39.300000000000054,40.70000000000003,41.8714285714286,42.9285714285715
2019-05-23,713,Red Mountain Pass,29.0,36.0,19.0,39.5,0.6,0.6,3.5,81,41.0,100.0,78.69999999999999,155.79999999999927,268.6999999999996,529.5999999999993,19.0,16.0,16.0,16.0,39.0,41.0,41.0,58.0,40.60000000000005,40.20000000000003,41.485714285714316,42.76428571428579
2019-05-24,713,Red Mountain Pass,30.0,45.0,17.0,40.1,0.2,0.2,4.1,86,39.3,50.0,79.6,157.79999999999927,271.3999999999996,532.7999999999994,17.0,17.0,16.0,16.0,45.0,45.0,45.0,58.0,40.15000000000005,39.72500000000003,40.800000000000026,42.51428571428579
2019-05-25,713,Red Mountain Pass,38.0,52.0,24.0,40.3,0.1,0.1,4.3,81,41.9,0.0,80.39999999999999,159.09999999999928,274.1999999999996,535.9999999999993,17.0,17.0,16.0,16.0,52.0,52.0,52.0,58.0,40.60000000000005,40.60000000000003,40.71428571428574,42.44285714285722
2019-05-26,713,Red Mountain Pass,37.0,51.0,30.0,40.4,0.0,0.0,4.4,78,42.8,,80.69999999999999,160.29999999999927,276.59999999999957,539.0999999999993,24.0,17.0,16.0,16.0,52.0,52.0,52.0,58.0,42.35000000000005,41.25000000000003,40.68571428571431,42.32142857142865
2019-05-27,713,Red Mountain Pass,31.0,43.0,23.0,40.4,0.2,0.6,4.4,78,42.4,300.0,80.79999999999998,161.19999999999928,278.8999999999996,542.0999999999993,23.0,17.0,17.0,16.0,51.0,52.0,52.0,58.0,42.60000000000005,41.60000000000003,40.85714285714288,42.15000000000008
2019-05-28,713,Red Mountain Pass,31.0,43.0,23.0,40.6,0.6,0.6,4.6,82,41.1,33.0,80.99999999999999,161.69999999999928,280.4999999999996,545.2999999999994,23.0,23.0,17.0,16.0,43.0,52.0,52.0,56.0,41.75000000000006,42.05000000000003,41.24285714285717,41.86428571428579
2019-05-29,713,Red Mountain Pass,31.0,48.0,21.0,41.2,0.0,0.0,5.2,80,42.4,,81.79999999999998,162.59999999999928,282.4999999999996,549.0999999999995,21.0,21.0,17.0,16.0,48.0,51.0,52.0,55.0,41.75000000000006,42.17500000000003,41.55714285714288,41.714285714285786
2019-05-30,713,Red Mountain Pass,34.0,50.0,22.0,41.2,0.1,0.1,5.2,80,42.4,0.0,82.39999999999998,163.3999999999993,284.1999999999996,552.8999999999995,21.0,21.0,17.0,16.0,50.0,50.0,52.0,52.0,42.400000000000055,42.07500000000003,41.757142857142874,41.62142857142864
2019-05-31,713,Red Mountain Pass,40.0,58.0,26.0,41.3,0.1,0.1,5.3,79,42.9,0.0,82.49999999999997,164.29999999999927,285.3999999999996,556.7999999999995,22.0,21.0,21.0,16.0,58.0,58.0,58.0,58.0,42.650000000000055,42.20000000000003,42.27142857142859,41.53571428571435
2019-06-01,713,Red Mountain Pass,45.0,62.0,32.0,41.4,0.0,0.0,5.4,77,43.6,,82.69999999999996,165.09999999999928,286.49999999999955,560.6999999999995,26.0,21.0,21.0,16.0,62.0,62.0,62.0,62.0,43.25000000000006,42.82500000000003,42.51428571428573,41.61428571428578
2019-06-02,713,Red Mountain Pass,44.0,60.0,34.0,41.4,0.0,0.0,0.0,74,44.5,,82.79999999999995,165.29999999999927,287.49999999999955,564.0999999999995,32.0,22.0,21.0,16.0,62.0,62.0,62.0,62.0,44.050000000000054,43.35000000000003,42.75714285714287,41.72142857142864
2019-06-03,713,Red Mountain Pass,45.0,59.0,35.0,41.4,0.0,0.0,0.0,72,44.6,,82.79999999999995,165.49999999999926,288.49999999999955,567.3999999999994,34.0,26.0,21.0,17.0,60.0,62.0,62.0,62.0,44.550000000000054,43.90000000000003,43.07142857142859,41.96428571428578
2019-06-04,713,Red Mountain Pass,41.0,54.0,34.0,41.4,0.0,0.0,0.0,70,44.3,,82.79999999999995,165.59999999999926,289.29999999999956,569.7999999999994,34.0,32.0,21.0,17.0,59.0,62.0,62.0,62.0,44.45000000000005,44.25000000000003,43.528571428571446,42.38571428571435
2019-06-05,713,Red Mountain Pass,43.0,58.0,34.0,41.4,0.0,0.0,0.0,69,43.9,,82.79999999999995,165.59999999999926,289.49999999999955,571.9999999999993,34.0,34.0,22.0,17.0,58.0,60.0,62.0,62.0,44.10000000000005,44.32500000000003,43.742857142857154,42.650000000000055
2019-06-06,713,Red Mountain Pass,46.0,61.0,35.0,41.4,0.0,0.0,0.0,66,43.8,,82.79999999999995,165.59999999999926,289.69999999999953,573.8999999999993,34.0,34.0,26.0,17.0,61.0,61.0,62.0,62.0,43.85000000000005,44.150000000000034,43.942857142857164,42.85000000000006
2019-06-07,713,Red Mountain Pass,47.0,59.0,37.0,41.4,0.0,0.0,0.0,63,43.7,,82.79999999999995,165.59999999999926,289.7999999999995,575.1999999999992,35.0,34.0,32.0,21.0,61.0,61.0,62.0,62.0,43.75000000000006,43.92500000000004,44.05714285714288,43.164285714285775
2019-06-08,713,Red Mountain Pass,47.0,59.0,36.0,41.4,0.0,0.0,0.0,61,43.0,,82.79999999999995,165.59999999999926,289.7999999999995,576.2999999999993,36.0,34.0,34.0,21.0,59.0,61.0,61.0,62.0,43.35000000000006,43.60000000000004,43.97142857142859,43.242857142857204
2019-06-09,713,Red Mountain Pass,42.0,56.0,31.0,41.4,0.0,0.0,0.0,58,42.9,,82.79999999999995,165.59999999999926,289.7999999999995,577.2999999999993,31.0,31.0,31.0,21.0,59.0,61.0,61.0,62.0,42.95000000000006,43.35000000000004,43.742857142857154,43.250000000000064
2019-06-10,713,Red Mountain Pass,44.0,59.0,31.0,41.4,0.0,0.0,0.0,56,43.2,,82.79999999999995,165.59999999999926,289.7999999999995,578.2999999999993,31.0,31.0,31.0,21.0,59.0,59.0,61.0,62.0,43.05000000000006,43.20000000000003,43.54285714285715,43.30714285714293
2019-06-11,713,Red Mountain Pass,46.0,59.0,35.0,41.4,0.0,0.0,0.0,54,42.0,,82.79999999999995,165.59999999999926,289.7999999999995,579.0999999999992,31.0,31.0,31.0,21.0,59.0,59.0,61.0,62.0,42.600000000000065,42.775000000000034,43.21428571428572,43.37142857142864
2019-06-12,713,Red Mountain Pass,47.0,64.0,35.0,41.4,0.0,0.0,0.0,51,42.2,,82.79999999999995,165.59999999999926,289.7999999999995,579.2999999999992,35.0,31.0,31.0,22.0,64.0,64.0,64.0,64.0,42.100000000000065,42.57500000000003,42.97142857142858,43.35714285714293
2019-06-13,713,Red Mountain Pass,47.0,62.0,37.0,41.4,0.0,0.0,0.0,49,41.0,,82.79999999999995,165.59999999999926,289.7999999999995,579.4999999999991,35.0,31.0,31.0,26.0,64.0,64.0,64.0,64.0,41.600000000000065,42.10000000000003,42.57142857142858,43.25714285714293
2019-06-14,713,Red Mountain Pass,47.0,62.0,36.0,41.4,0.0,0.0,0.0,47,40.9,,82.79999999999995,165.59999999999926,289.7999999999995,579.5999999999991,36.0,35.0,31.0,31.0,62.0,64.0,64.0,64.0,40.95000000000006,41.52500000000003,42.17142857142858,43.11428571428579
2019-06-15,713,Red Mountain Pass,42.0,57.0,35.0,41.4,0.0,0.0,0.0,44,41.4,,82.79999999999995,165.59999999999926,289.7999999999995,579.5999999999991,35.0,35.0,31.0,31.0,62.0,64.0,64.0,64.0,41.15000000000006,41.37500000000003,41.94285714285714,42.95714285714293
2019-06-16,713,Red Mountain Pass,44.0,58.0,35.0,41.4,0.0,0.0,0.0,43,41.2,,82.79999999999995,165.59999999999926,289.7999999999995,579.5999999999991,35.0,35.0,31.0,31.0,58.0,62.0,64.0,64.0,41.30000000000007,41.12500000000003,41.7,42.721428571428646
2019-06-17,713,Red Mountain Pass,40.0,52.0,35.0,41.4,0.0,0.0,0.0,41,40.0,,82.79999999999995,165.59999999999926,289.7999999999995,579.5999999999991,35.0,35.0,35.0,31.0,58.0,62.0,64.0,64.0,40.600000000000065,40.87500000000003,41.24285714285715,42.39285714285722
2019-06-18,713,Red Mountain Pass,38.0,48.0,33.0,41.4,0.4,0.4,0.0,40,40.5,0.0,82.79999999999995,165.59999999999926,289.7999999999995,579.5999999999991,33.0,33.0,33.0,31.0,52.0,58.0,64.0,64.0,40.250000000000064,40.77500000000003,41.02857142857143,42.121428571428645
2019-06-19,713,Red Mountain Pass,46.0,57.0,36.0,41.8,0.1,0.1,0.4,41,39.5,0.0,83.19999999999996,165.99999999999926,290.1999999999995,579.9999999999991,33.0,33.0,33.0,31.0,57.0,58.0,62.0,64.0,40.000000000000064,40.300000000000026,40.64285714285715,41.807142857142935
2019-06-20,713,Red Mountain Pass,48.0,59.0,38.0,41.9,0.0,0.0,0.5,38,38.7,,83.69999999999996,166.49999999999926,290.6999999999995,580.4999999999991,36.0,33.0,33.0,31.0,59.0,59.0,62.0,64.0,39.100000000000065,39.675000000000026,40.314285714285724,41.44285714285723
2019-06-21,713,Red Mountain Pass,47.0,56.0,35.0,41.9,0.0,0.0,0.5,36,38.3,,83.79999999999995,166.99999999999926,291.1999999999995,580.9999999999991,35.0,33.0,33.0,31.0,59.0,59.0,59.0,64.0,38.500000000000064,39.25000000000003,39.94285714285714,41.057142857142935
2019-06-22,713,Red Mountain Pass,37.0,48.0,26.0,41.9,0.2,0.2,0.5,34,37.1,0.0,83.79999999999995,167.49999999999926,291.6999999999995,581.4999999999991,26.0,26.0,26.0,26.0,56.0,59.0,59.0,64.0,37.70000000000006,38.40000000000003,39.32857142857143,40.635714285714364
2019-06-23,713,Red Mountain Pass,36.0,48.0,23.0,42.1,0.0,0.0,0.7,31,40.0,,83.99999999999996,167.79999999999927,292.39999999999947,582.1999999999991,23.0,23.0,23.0,23.0,48.0,59.0,59.0,64.0,38.55000000000006,38.52500000000003,39.15714285714286,40.42857142857151
2019-06-24,713,Red Mountain Pass,43.0,57.0,31.0,42.1,0.0,0.0,0.7,32,37.2,,84.19999999999996,167.99999999999926,293.09999999999945,582.8999999999992,23.0,23.0,23.0,23.0,57.0,57.0,59.0,64.0,38.600000000000065,38.15000000000003,38.75714285714286,40.00000000000008
2019-06-25,713,Red Mountain Pass,47.0,62.0,34.0,42.1,0.0,0.0,0.7,30,35.7,,84.19999999999996,168.19999999999925,293.79999999999944,583.5999999999992,31.0,23.0,23.0,23.0,62.0,62.0,62.0,64.0,36.45000000000007,37.50000000000003,38.07142857142857,39.55000000000008
2019-06-26,713,Red Mountain Pass,49.0,63.0,40.0,42.1,0.0,0.0,0.7,28,31.8,,84.19999999999996,168.39999999999924,294.09999999999945,584.2999999999993,34.0,23.0,23.0,23.0,63.0,63.0,63.0,63.0,33.750000000000064,36.17500000000003,36.971428571428575,38.80714285714294
2019-06-27,713,Red Mountain Pass,52.0,64.0,42.0,42.1,0.0,0.0,0.7,25,29.2,,84.19999999999996,168.39999999999924,294.29999999999944,584.9999999999993,40.0,31.0,23.0,23.0,64.0,64.0,64.0,64.0,30.500000000000064,33.47500000000003,35.614285714285714,37.9642857142858
2019-06-28,713,Red Mountain Pass,52.0,68.0,41.0,42.1,0.0,0.0,0.7,23,23.5,,84.19999999999996,168.39999999999924,294.49999999999943,585.6999999999994,41.0,34.0,23.0,23.0,68.0,68.0,68.0,68.0,26.350000000000065,30.05000000000003,33.5,36.72142857142866
2019-06-29,713,Red Mountain Pass,52.0,66.0,41.0,42.1,0.0,0.0,0.7,19,19.5,,84.19999999999996,168.39999999999924,294.6999999999994,586.3999999999994,41.0,40.0,23.0,23.0,68.0,68.0,68.0,68.0,21.500000000000064,26.00000000000003,30.985714285714288,35.15714285714295
2019-06-30,713,Red Mountain Pass,50.0,64.0,42.0,42.1,0.0,0.0,0.7,16,16.9,,84.19999999999996,168.39999999999924,294.6999999999994,587.0999999999995,41.0,41.0,31.0,23.0,66.0,68.0,68.0,68.0,18.200000000000063,22.275000000000027,27.685714285714287,33.42142857142866
2019-07-01,713,Red Mountain Pass,49.0,63.0,40.0,42.1,0.0,0.0,0.7,12,15.8,,84.19999999999996,168.39999999999924,294.6999999999994,587.7999999999995,40.0,40.0,34.0,23.0,64.0,68.0,68.0,68.0,16.350000000000065,18.925000000000026,24.628571428571433,31.692857142857235
2019-10-31,713,Red Mountain Pass,26.0,43.0,5.0,1.5,0.0,0.0,1.5,6,16.7,,1.4999999999999574,1.4999999999992468,1.4999999999994458,1.4999999999995595,5.0,5.0,5.0,5.0,43.0,43.0,43.0,43.0,16.70000000000013,16.700000000000102,16.700000000000045,16.700000000001296
2019-11-01,713,Red Mountain Pass,28.0,40.0,16.0,1.5,0.0,0.0,1.5,4,25.0,,2.9999999999999574,2.999999999999247,2.9999999999994458,2.9999999999995595,5.0,5.0,5.0,5.0,43.0,43.0,43.0,43.0,20.850000000000065,20.85000000000005,20.850000000000023,20.850000000000648
2019-11-02,713,Red Mountain Pass,29.0,46.0,16.0,1.5,0.0,0.0,0.0,4,25.0,,2.9999999999999574,4.499999999999247,4.499999999999446,4.4999999999995595,16.0,5.0,5.0,5.0,46.0,46.0,46.0,46.0,25.000000000000064,22.233333333333366,22.23333333333335,22.233333333333764
2019-11-03,713,Red Mountain Pass,33.0,46.0,22.0,1.5,0.0,0.0,0.0,4,25.0,,2.9999999999999574,5.999999999999247,5.999999999999446,5.9999999999995595,16.0,5.0,5.0,5.0,46.0,46.0,46.0,46.0,25.000000000000064,22.925000000000026,22.92500000000001,22.925000000000324
2019-11-04,713,Red Mountain Pass,33.0,45.0,24.0,1.5,0.0,0.0,0.0,4,25.0,,2.9999999999999574,5.999999999999247,7.499999999999446,7.4999999999995595,22.0,16.0,5.0,5.0,46.0,46.0,46.0,46.0,25.000000000000064,25.000000000000025,23.34000000000001,23.34000000000026
2019-11-05,713,Red Mountain Pass,32.0,47.0,23.0,1.5,0.0,0.0,0.0,4,25.0,,2.9999999999999574,5.999999999999247,8.999999999999446,8.99999999999956,23.0,16.0,5.0,5.0,47.0,47.0,47.0,47.0,25.000000000000064,25.000000000000025,23.616666666666674,23.616666666666884
2019-11-06,713,Red Mountain Pass,32.0,46.0,24.0,1.5,0.0,0.0,0.0,3,33.3,,2.9999999999999574,5.999999999999247,10.499999999999446,10.49999999999956,23.0,22.0,5.0,5.0,47.0,47.0,47.0,47.0,29.150000000000063,27.075000000000024,25.000000000000007,25.00000000000019
2019-11-07,713,Red Mountain Pass,30.0,45.0,22.0,1.5,0.0,0.0,0.0,3,33.3,,2.9999999999999574,5.999999999999247,10.499999999999446,11.99999999999956,22.0,22.0,16.0,5.0,46.0,47.0,47.0,47.0,33.30000000000006,29.150000000000023,27.371428571428584,26.037500000000165
2019-11-08,713,Red Mountain Pass,32.0,46.0,20.0,1.5,0.0,0.0,0.0,3,33.3,,2.9999999999999574,5.999999999999247,10.499999999999446,13.49999999999956,20.0,20.0,16.0,5.0,46.0,47.0,47.0,47.0,33.30000000000006,31.225000000000023,28.55714285714287,26.84444444444459
2019-11-09,713,Red Mountain Pass,36.0,52.0,28.0,1.5,0.0,0.0,0.0,3,33.3,,2.9999999999999574,5.999999999999247,10.499999999999446,14.99999999999956,20.0,20.0,20.0,5.0,52.0,52.0,52.0,52.0,33.30000000000006,33.300000000000026,29.742857142857158,27.490000000000133
2019-11-10,713,Red Mountain Pass,36.0,48.0,28.0,1.5,0.0,0.0,0.0,2,50.0,,2.9999999999999574,5.999999999999247,10.499999999999446,16.49999999999956,28.0,20.0,20.0,5.0,52.0,52.0,52.0,52.0,41.65000000000006,37.47500000000002,33.31428571428573,29.53636363636376
2019-11-11,713,Red Mountain Pass,28.0,38.0,17.0,1.5,0.0,0.0,0.0,2,50.0,,2.9999999999999574,5.999999999999247,10.499999999999446,17.99999999999956,17.0,17.0,17.0,5.0,48.0,52.0,52.0,52.0,50.000000000000064,41.65000000000002,36.8857142857143,31.241666666666777
2019-11-12,713,Red Mountain Pass,29.0,46.0,17.0,1.5,0.0,0.0,0.0,2,50.0,,2.9999999999999574,5.999999999999247,10.499999999999446,19.49999999999956,17.0,17.0,17.0,5.0,46.0,52.0,52.0,52.0,50.000000000000064,45.82500000000002,40.45714285714287,32.68461538461549
2019-11-13,713,Red Mountain Pass,33.0,43.0,24.0,1.5,0.0,0.0,0.0,2,50.0,,2.9999999999999574,5.999999999999247,10.499999999999446,20.99999999999956,17.0,17.0,17.0,5.0,46.0,48.0,52.0,52.0,50.000000000000064,50.000000000000014,42.842857142857156,33.92142857142867
2019-11-14,713,Red Mountain Pass,32.0,49.0,22.0,1.5,0.0,0.0,0.0,2,50.0,,2.9999999999999574,5.999999999999247,10.499999999999446,20.99999999999956,22.0,17.0,17.0,16.0,49.0,49.0,52.0,52.0,50.000000000000064,50.000000000000014,45.22857142857144,36.3000000000001
2019-11-15,713,Red Mountain Pass,35.0,48.0,27.0,1.5,0.0,0.0,0.0,2,50.0,,2.9999999999999574,5.999999999999247,10.499999999999446,20.99999999999956,22.0,17.0,17.0,16.0,49.0,49.0,52.0,52.0,50.000000000000064,50.000000000000014,47.61428571428572,38.08571428571439
2019-11-16,713,Red Mountain Pass,32.0,44.0,21.0,1.5,0.0,0.0,0.0,2,50.0,,2.9999999999999574,5.999999999999247,10.499999999999446,20.99999999999956,21.0,21.0,17.0,17.0,48.0,49.0,49.0,52.0,50.000000000000064,50.000000000000014,50.00000000000001,39.87142857142867
2019-11-17,713,Red Mountain Pass,32.0,43.0,20.0,1.5,0.1,0.1,0.0,2,50.0,100.0,2.9999999999999574,5.999999999999247,10.499999999999446,20.99999999999956,20.0,20.0,17.0,17.0,44.0,49.0,49.0,52.0,50.000000000000064,50.000000000000014,50.00000000000001,41.65714285714296
2019-11-18,713,Red Mountain Pass,35.0,49.0,28.0,1.6,0.0,0.0,0.1,2,55.0,,3.0999999999999575,6.0999999999992465,10.599999999999445,21.09999999999956,20.0,20.0,17.0,17.0,49.0,49.0,49.0,52.0,52.500000000000064,51.250000000000014,50.71428571428572,43.800000000000104
2019-11-19,713,Red Mountain Pass,35.0,50.0,26.0,1.6,0.0,0.0,0.1,2,55.0,,3.1999999999999575,6.199999999999246,10.699999999999445,21.199999999999562,26.0,20.0,20.0,17.0,50.0,50.0,50.0,52.0,55.000000000000064,52.500000000000014,51.42857142857144,45.94285714285724
2019-11-20,713,Red Mountain Pass,31.0,35.0,29.0,1.6,0.4,0.5,0.1,2,55.0,125.0,3.1999999999999575,6.299999999999246,10.799999999999445,21.299999999999564,26.0,20.0,20.0,17.0,50.0,50.0,50.0,52.0,55.000000000000064,53.750000000000014,52.14285714285715,47.49285714285725
2019-11-21,713,Red Mountain Pass,26.0,37.0,22.0,2.0,0.5,0.5,0.5,8,20.0,100.0,3.5999999999999575,6.799999999999246,11.299999999999445,21.799999999999564,22.0,22.0,20.0,17.0,37.0,50.0,50.0,52.0,37.500000000000064,46.250000000000014,47.85714285714287,46.54285714285725
2019-11-22,713,Red Mountain Pass,22.0,30.0,15.0,2.5,0.5,0.5,1.0,13,16.2,100.0,4.499999999999957,7.699999999999246,12.299999999999445,22.799999999999564,15.0,15.0,15.0,15.0,37.0,50.0,50.0,52.0,18.100000000000065,36.55000000000001,43.02857142857143,45.32142857142868
2019-11-23,713,Red Mountain Pass,19.0,43.0,8.0,3.0,0.0,0.0,1.5,19,13.7,,5.499999999999957,9.099999999999246,13.799999999999445,24.299999999999564,8.0,8.0,8.0,8.0,43.0,43.0,50.0,50.0,14.950000000000065,26.225000000000012,37.84285714285715,43.92142857142869
2019-11-24,713,Red Mountain Pass,23.0,40.0,11.0,3.0,0.0,0.0,1.5,17,15.3,,5.999999999999957,10.499999999999247,15.299999999999445,25.799999999999564,8.0,8.0,8.0,8.0,43.0,43.0,50.0,50.0,14.500000000000066,16.30000000000001,32.88571428571429,41.44285714285726
2019-11-25,713,Red Mountain Pass,22.0,32.0,16.0,3.0,0.3,0.3,1.5,13,20.0,100.0,5.999999999999957,11.499999999999247,16.699999999999445,27.299999999999564,11.0,8.0,8.0,8.0,40.0,43.0,50.0,50.0,17.650000000000066,16.30000000000001,27.885714285714293,39.30000000000012
2019-11-26,713,Red Mountain Pass,6.0,16.0,-6.0,3.3,0.2,0.2,1.8,17,17.1,100.0,6.299999999999957,12.299999999999248,18.399999999999444,29.099999999999564,-6.0,-6.0,-6.0,-6.0,32.0,43.0,43.0,50.0,18.550000000000068,16.525000000000013,22.47142857142858,36.95000000000012
2019-11-27,713,Red Mountain Pass,16.0,22.0,-1.0,3.5,0.3,0.4,2.0,18,17.2,133.0,6.799999999999957,12.799999999999248,20.299999999999443,31.099999999999564,-6.0,-6.0,-6.0,-6.0,22.0,40.0,43.0,50.0,17.15000000000007,17.400000000000013,17.071428571428577,34.607142857142975
2019-11-28,713,Red Mountain Pass,26.0,32.0,22.0,3.8,0.2,0.2,2.3,20,17.5,100.0,7.299999999999957,13.599999999999248,22.099999999999444,33.399999999999565,-1.0,-6.0,-6.0,-6.0,32.0,32.0,43.0,50.0,17.35000000000007,17.950000000000014,16.71428571428572,32.285714285714405
2019-11-29,713,Red Mountain Pass,20.0,28.0,7.0,4.0,1.5,1.5,2.5,20,18.5,100.0,7.799999999999957,14.599999999999248,23.599999999999444,35.899999999999565,7.0,-6.0,-6.0,-6.0,32.0,32.0,43.0,50.0,18.00000000000007,17.575000000000014,17.042857142857148,30.035714285714402
2019-11-30,713,Red Mountain Pass,8.0,14.0,1.0,5.5,0.1,0.1,4.0,33,15.8,100.0,9.499999999999957,16.799999999999248,26.099999999999444,39.899999999999565,1.0,-1.0,-6.0,-6.0,28.0,32.0,40.0,50.0,17.15000000000007,17.250000000000014,17.34285714285715,27.592857142857262
2019-12-01,713,Red Mountain Pass,20.0,37.0,3.0,5.6,0.1,0.1,4.1,31,17.1,100.0,11.099999999999957,18.899999999999245,28.69999999999944,43.99999999999957,1.0,1.0,-6.0,-6.0,37.0,37.0,37.0,50.0,16.45000000000007,17.225000000000016,17.600000000000005,25.242857142857265
2019-12-02,713,Red Mountain Pass,27.0,39.0,18.0,5.7,0.1,0.1,0.1,28,19.3,100.0,11.299999999999958,20.799999999999244,31.39999999999944,48.09999999999957,3.0,1.0,-6.0,-6.0,39.0,39.0,39.0,50.0,18.20000000000007,17.675000000000015,17.500000000000007,22.692857142857264
2019-12-03,713,Red Mountain Pass,27.0,37.0,18.0,5.8,0.0,0.0,0.2,26,21.2,,11.499999999999957,22.599999999999245,33.89999999999944,52.299999999999564,18.0,1.0,-1.0,-6.0,39.0,39.0,39.0,43.0,20.25000000000007,18.350000000000016,18.085714285714293,20.27857142857155
2019-12-04,713,Red Mountain Pass,28.0,41.0,20.0,5.8,0.2,0.2,0.2,25,22.0,50.0,11.599999999999957,22.899999999999245,36.199999999999434,56.49999999999956,18.0,3.0,1.0,-6.0,41.0,41.0,41.0,43.0,21.600000000000072,19.900000000000016,18.771428571428576,17.92142857142869
2019-12-05,713,Red Mountain Pass,22.0,31.0,12.0,6.0,0.2,0.3,0.4,24,23.3,150.0,11.799999999999958,23.299999999999244,38.39999999999944,60.49999999999956,12.0,12.0,1.0,-6.0,41.0,41.0,41.0,43.0,22.650000000000073,21.450000000000017,19.600000000000005,18.15714285714298
2019-12-06,713,Red Mountain Pass,22.0,42.0,11.0,6.2,0.0,0.0,0.6,29,20.3,,12.199999999999958,23.799999999999244,40.59999999999944,64.19999999999956,11.0,11.0,1.0,-6.0,42.0,42.0,42.0,43.0,21.800000000000075,21.700000000000017,19.857142857142865,18.450000000000124
2019-12-07,713,Red Mountain Pass,27.0,40.0,16.0,6.2,0.2,0.2,0.6,27,21.9,100.0,12.39999999999996,24.199999999999243,41.29999999999944,67.39999999999957,11.0,11.0,3.0,-6.0,42.0,42.0,42.0,42.0,21.100000000000072,21.875000000000014,20.728571428571435,19.03571428571441
2019-12-08,713,Red Mountain Pass,26.0,29.0,19.0,6.4,1.2,1.2,0.8,26,23.5,100.0,12.599999999999959,24.799999999999244,42.09999999999944,70.79999999999957,16.0,11.0,11.0,-6.0,40.0,42.0,42.0,42.0,22.700000000000074,22.250000000000014,21.64285714285715,19.62142857142869
2019-12-09,713,Red Mountain Pass,17.0,27.0,4.0,7.6,0.0,0.0,2.0,42,17.4,,13.999999999999957,26.399999999999245,43.99999999999944,75.39999999999957,4.0,4.0,4.0,-6.0,29.0,42.0,42.0,42.0,20.450000000000074,20.775000000000013,21.371428571428577,19.435714285714404
2019-12-10,713,Red Mountain Pass,16.0,31.0,5.0,7.6,0.0,0.0,2.0,39,18.7,,15.199999999999957,27.799999999999244,45.79999999999944,79.69999999999956,4.0,4.0,4.0,-1.0,31.0,40.0,42.0,42.0,18.050000000000075,20.375000000000014,21.014285714285723,19.55000000000012
2019-12-11,713,Red Mountain Pass,19.0,34.0,10.0,7.6,0.0,0.0,2.0,38,19.2,,15.199999999999957,29.199999999999243,47.59999999999945,83.79999999999956,5.0,4.0,4.0,1.0,34.0,34.0,42.0,42.0,18.950000000000074,19.700000000000014,20.61428571428572,19.692857142857264
2019-12-12,713,Red Mountain Pass,25.0,36.0,13.0,7.6,0.0,0.0,2.0,36,20.3,,15.199999999999957,30.399999999999245,49.19999999999945,87.59999999999955,10.0,4.0,4.0,1.0,36.0,36.0,42.0,42.0,19.750000000000075,18.900000000000013,20.18571428571429,19.892857142857263
2019-12-13,713,Red Mountain Pass,24.0,29.0,20.0,7.6,0.5,0.5,2.0,33,22.1,100.0,15.199999999999957,30.399999999999245,50.59999999999945,91.19999999999955,13.0,5.0,4.0,1.0,36.0,36.0,40.0,42.0,21.200000000000074,20.075000000000014,20.44285714285715,20.150000000000123
2019-12-14,713,Red Mountain Pass,24.0,29.0,17.0,8.1,0.4,0.4,2.5,36,21.7,100.0,15.699999999999957,30.899999999999245,52.499999999999446,93.79999999999954,17.0,10.0,4.0,3.0,29.0,36.0,36.0,42.0,21.900000000000073,20.825000000000014,20.414285714285718,20.571428571428694
2019-12-15,713,Red Mountain Pass,14.0,20.0,6.0,8.5,0.5,0.5,2.9,41,20.0,80.0,16.59999999999996,31.799999999999244,54.59999999999945,96.69999999999955,6.0,6.0,4.0,4.0,29.0,36.0,36.0,42.0,20.850000000000072,21.025000000000013,19.914285714285718,20.77857142857155
