Date,Station Id,Station Name,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Accumulation (in) Start of Day Values,Precipitation Increment (in),Precipitation Increment - Snow-adj (in),Precipitation Month-to-date (in) Start of Day Values,Snow Depth (in) Start of Day Values,Snow Density (pct) Start of Day Values,Snow Rain Ratio (unitless),Wind Direction Average (degree),Wind Speed Average (mph),Wind Speed Maximum (mph)
2013-12-15,602,Loveland Basin,22,28,16,6.8,0.00,0.00,1.70,31,21.9,,,,
2013-12-16,602,Loveland Basin,26,32,22,6.8,0.00,0.00,1.70,30,22.7,,,,
2013-12-17,602,Loveland Basin,29,35,24,6.8,0.00,0.00,1.70,30,22.7,,,,
2013-12-18,602,Loveland Basin,30,37,23,6.8,0.00,0.00,1.70,30,22.7,,,,
2013-12-19,602,Loveland Basin,26,33,15,6.8,0.00,0.00,1.70,30,22.7,,,,
2013-12-20,602,Loveland Basin,17,24,6,6.8,0.00,0.10,1.70,30,22.7,,,,
2013-12-21,602,Loveland Basin,10,17,5,6.8,0.00,0.10,1.70,31,22.3,,,,
2013-12-22,602,Loveland Basin,9,13,4,6.8,0.10,0.10,1.70,31,22.6,100.0,,,
2013-12-23,602,Loveland Basin,16,21,9,6.9,0.20,0.20,1.80,32,22.2,50.0,,,
2013-12-24,602,Loveland Basin,14,22,2,7.1,0.20,0.30,2.00,32,22.5,150.0,,,
2013-12-25,602,Loveland Basin,11,18,5,7.3,0.10,0.10,2.20,36,20.8,0.0,,,
2013-12-26,602,Loveland Basin,19,25,14,7.4,0.00,0.00,2.30,35,21.4,,,,
2013-12-27,602,Loveland Basin,24,32,19,7.4,0.00,0.10,2.30,34,22.1,,,,
2013-12-28,602,Loveland Basin,23,30,12,7.4,0.10,0.10,2.30,33,23.0,100.0,,,
2013-12-29,602,Loveland Basin,12,17,6,7.5,0.00,0.00,2.40,35,22.0,,,,
2013-12-30,602,Loveland Basin,16,20,12,7.5,0.10,0.10,2.40,35,22.0,100.0,,,
2013-12-31,602,Loveland Basin,22,27,19,7.6,0.00,0.00,2.50,35,22.3,,,,
2014-01-01,602,Loveland Basin,14,21,7,7.6,0.40,0.40,2.50,35,22.3,100.0,,,
2014-01-02,602,Loveland Basin,19,26,9,8.0,0.00,0.00,0.40,40,20.5,,,,
2014-01-03,602,Loveland Basin,24,30,16,8.0,0.00,0.10,0.40,38,21.6,,,,
2014-01-04,602,Loveland Basin,8,22,-4,8.0,0.40,0.40,0.40,37,22.4,100.0,,,
2014-01-05,602,Loveland Basin,-5,-2,-7,8.4,0.10,0.10,0.80,41,21.2,100.0,,,
2014-01-06,602,Loveland Basin,6,16,-6,8.5,0.10,0.10,0.90,41,21.5,100.0,,,
2014-01-07,602,Loveland Basin,19,29,11,8.6,0.00,0.00,1.00,40,22.2,,,,
2014-01-08,602,Loveland Basin,16,22,13,8.6,0.00,0.10,1.00,40,22.2,,,,
2014-01-09,602,Loveland Basin,15,23,5,8.6,0.00,0.20,1.00,42,21.4,,,,
2014-01-10,602,Loveland Basin,10,15,3,8.6,0.40,0.40,1.00,43,21.4,100.0,,,
2014-01-11,602,Loveland Basin,22,29,15,9.0,0.10,0.10,1.40,44,21.8,100.0,,,
2014-01-12,602,Loveland Basin,13,24,5,9.1,0.30,0.40,1.50,45,21.6,133.0,,,
2014-01-13,602,Loveland Basin,13,19,6,9.4,0.30,0.30,1.80,47,21.5,100.0,,,
2014-01-14,602,Loveland Basin,14,16,12,9.7,0.60,0.60,2.10,49,21.2,83.0,,,
2014-01-15,602,Loveland Basin,17,22,13,10.3,0.00,0.00,2.70,52,21.0,,,,
2014-01-16,602,Loveland Basin,15,21,11,10.3,0.00,0.00,2.70,52,21.0,,,,
2014-01-17,602,Loveland Basin,16,22,11,10.3,0.00,0.00,2.70,48,22.7,,,,
2014-01-18,602,Loveland Basin,18,26,10,10.3,0.00,0.00,2.70,48,22.7,,,,
2014-01-19,602,Loveland Basin,24,31,17,10.3,0.00,0.00,2.70,47,23.2,,,,
2014-01-20,602,Loveland Basin,20,25,14,10.3,0.00,0.00,2.70,46,23.7,,,,
2014-01-21,602,Loveland Basin,24,32,16,10.3,0.00,0.00,2.70,46,23.7,,,,
2014-01-22,602,Loveland Basin,19,31,8,10.3,0.00,0.00,2.70,45,24.2,,,,
2014-01-23,602,Loveland Basin,8,19,-2,10.3,0.00,0.00,2.70,45,24.2,,,,
2014-01-24,602,Loveland Basin,19,27,9,10.3,0.00,0.10,2.70,45,24.2,,,,
2014-01-25,602,Loveland Basin,26,34,18,10.3,0.00,0.00,2.70,45,24.4,,,,
2014-01-26,602,Loveland Basin,21,28,15,10.3,0.00,0.00,2.70,44,25.0,,,,
2014-01-27,602,Loveland Basin,14,20,2,10.3,0.00,0.40,2.70,44,25.0,,,,
2014-01-28,602,Loveland Basin,2,9,-8,10.3,0.00,0.00,2.70,51,22.4,,,,
2014-01-29,602,Loveland Basin,20,28,8,10.3,0.80,0.80,2.70,50,22.8,62.0,,,
2014-01-30,602,Loveland Basin,20,26,15,11.1,1.10,1.20,3.50,51,23.3,109.0,,,
2014-01-31,602,Loveland Basin,15,24,6,12.2,0.20,0.20,4.60,63,20.8,100.0,,,
2014-02-01,602,Loveland Basin,4,17,-2,12.4,0.10,0.10,4.80,64,20.8,100.0,,,
2014-02-02,602,Loveland Basin,5,18,-7,12.5,0.00,0.00,0.10,62,21.6,,,,
2014-02-03,602,Loveland Basin,9,19,2,12.5,0.00,0.10,0.10,61,22.0,,,,
2014-02-04,602,Loveland Basin,4,16,-6,12.5,0.00,0.00,0.10,60,22.5,,,,
2014-02-05,602,Loveland Basin,1,10,-5,12.5,0.10,0.10,0.10,59,22.9,100.0,,,
2014-02-06,602,Loveland Basin,9,12,4,12.6,0.20,0.20,0.20,58,23.4,100.0,,,
2014-02-07,602,Loveland Basin,14,21,11,12.8,0.30,0.30,0.40,59,23.4,100.0,,,
2014-02-08,602,Loveland Basin,19,24,14,13.1,0.30,0.50,0.70,61,23.1,167.0,,,
2014-02-09,602,Loveland Basin,23,27,20,13.4,0.90,0.90,1.00,66,22.1,89.0,,,
2014-02-10,602,Loveland Basin,19,29,9,14.3,0.20,0.30,1.90,69,22.3,150.0,,,
2014-02-11,602,Loveland Basin,13,25,2,14.5,0.00,0.10,2.10,72,21.8,,,,
2014-02-12,602,Loveland Basin,18,24,9,14.5,0.00,0.20,2.10,73,21.6,,,,
2014-02-13,602,Loveland Basin,25,33,19,14.5,0.50,0.50,2.10,74,21.6,100.0,,,
2014-02-14,602,Loveland Basin,23,28,13,15.0,0.70,0.70,2.60,74,22.3,100.0,,,
2014-02-15,602,Loveland Basin,28,31,26,15.7,0.00,0.10,3.30,75,22.9,,,,
2014-02-16,602,Loveland Basin,27,36,12,15.7,0.00,0.20,3.30,73,23.7,,,,
2014-02-17,602,Loveland Basin,21,33,6,15.7,0.10,0.10,3.30,73,24.0,100.0,,,
2014-02-18,602,Loveland Basin,26,34,23,15.8,0.00,0.00,3.40,72,24.4,,,,
2014-02-19,602,Loveland Basin,22,33,3,15.8,0.00,0.20,3.40,71,24.8,,,,
2014-02-20,602,Loveland Basin,3,11,-2,15.8,0.00,0.10,3.40,72,24.7,,,,
2014-02-21,602,Loveland Basin,13,20,7,15.8,0.10,0.10,3.40,72,24.9,100.0,,,
2014-02-22,602,Loveland Basin,15,20,12,15.9,0.20,0.30,3.50,71,25.4,150.0,,,
2014-02-23,602,Loveland Basin,22,33,15,16.1,0.30,0.30,3.70,75,24.4,33.0,,,
2014-02-24,602,Loveland Basin,27,36,20,16.4,0.10,0.10,4.00,73,25.2,0.0,,,
2014-02-25,602,Loveland Basin,28,36,20,16.5,0.10,0.10,4.10,71,25.9,100.0,,,
2014-02-26,602,Loveland Basin,22,33,15,16.6,0.10,0.10,4.20,70,26.4,0.0,,,
2014-02-27,602,Loveland Basin,26,33,22,16.7,0.10,0.10,4.30,70,26.4,100.0,,,
2014-02-28,602,Loveland Basin,25,34,20,16.8,0.00,0.30,4.40,71,26.2,,,,
2014-03-01,602,Loveland Basin,25,30,20,16.8,0.80,0.90,4.40,75,25.2,112.0,,,
2014-03-02,602,Loveland Basin,21,31,13,17.6,0.10,0.10,0.80,78,25.4,100.0,,,
2014-03-03,602,Loveland Basin,23,33,16,17.7,0.00,0.00,0.90,79,25.2,,,,
2014-03-04,602,Loveland Basin,24,36,17,17.7,0.10,0.20,0.90,78,25.5,200.0,,,
2014-03-05,602,Loveland Basin,21,31,14,17.8,0.00,0.00,1.00,78,25.8,,,,
2014-03-06,602,Loveland Basin,30,42,21,17.8,0.00,0.10,1.00,78,25.8,,,,
2014-03-07,602,Loveland Basin,22,29,15,17.8,0.00,0.40,1.00,76,26.6,,,,
2014-03-08,602,Loveland Basin,17,34,6,17.8,0.20,0.20,1.00,79,26.1,0.0,,,
2014-03-09,602,Loveland Basin,29,45,16,18.0,0.00,0.10,1.20,79,26.1,,,,
2014-03-10,602,Loveland Basin,33,49,24,18.0,0.50,0.50,1.20,77,26.9,0.0,,,
2014-03-11,602,Loveland Basin,15,29,-1,18.5,0.00,0.50,1.70,75,27.6,,,,
2014-03-12,602,Loveland Basin,17,36,-1,18.5,0.20,0.20,1.70,81,26.2,50.0,,,
2014-03-13,602,Loveland Basin,23,34,13,18.7,0.00,0.00,1.90,79,27.0,,,,
2014-03-14,602,Loveland Basin,24,39,9,18.7,0.00,0.00,1.90,77,27.7,,,,
2014-03-15,602,Loveland Basin,16,24,10,18.7,0.20,0.20,1.90,76,28.0,100.0,,,
2014-03-16,602,Loveland Basin,23,36,11,18.9,0.10,0.10,2.10,79,27.2,100.0,,,
2014-03-17,602,Loveland Basin,26,38,8,19.0,0.10,0.30,2.20,77,28.1,300.0,,,
2014-03-18,602,Loveland Basin,11,22,1,19.1,0.00,0.10,2.30,80,27.4,,,,
2014-03-19,602,Loveland Basin,17,30,3,19.1,0.10,0.10,2.30,80,27.5,100.0,,,
2014-03-20,602,Loveland Basin,25,38,11,19.2,0.00,0.00,2.40,78,28.3,,,,
2014-03-21,602,Loveland Basin,25,37,15,19.2,0.00,0.10,2.40,77,28.7,,,,
2014-03-22,602,Loveland Basin,19,28,7,19.2,0.00,0.20,2.40,76,29.2,,,,
2014-03-23,602,Loveland Basin,21,34,5,19.2,0.00,0.10,2.40,78,28.7,,,,
2014-03-24,602,Loveland Basin,23,33,16,19.2,0.00,0.00,2.40,77,29.2,,,,
2014-03-25,602,Loveland Basin,31,47,19,19.2,0.00,0.00,2.40,77,29.2,,,,
2014-03-26,602,Loveland Basin,28,39,22,19.2,0.60,0.60,2.40,75,30.0,83.0,,,
2014-03-27,602,Loveland Basin,20,34,13,19.8,0.60,0.60,3.00,80,28.8,100.0,,,
2014-03-28,602,Loveland Basin,17,28,13,20.4,0.20,0.20,3.60,87,27.1,100.0,,,
2014-03-29,602,Loveland Basin,26,39,11,20.6,0.10,0.10,3.80,86,27.7,100.0,,,
2014-03-30,602,Loveland Basin,30,41,18,20.7,0.30,0.30,3.90,83,28.8,100.0,,,
2014-03-31,602,Loveland Basin,20,35,14,21.0,0.20,0.20,4.20,84,28.8,100.0,,,
2014-04-01,602,Loveland Basin,25,32,19,21.2,0.00,0.10,4.40,85,28.7,,,,
2014-04-02,602,Loveland Basin,24,35,17,21.2,0.00,0.10,0.00,84,29.2,,,,
2014-04-03,602,Loveland Basin,17,28,7,21.2,0.60,0.60,0.00,85,28.9,83.0,,,
2014-04-04,602,Loveland Basin,20,35,6,21.8,0.00,0.10,0.60,87,28.9,,,,
2014-04-05,602,Loveland Basin,24,36,15,21.8,0.00,0.00,0.60,86,29.3,,,,
2014-04-06,602,Loveland Basin,22,33,17,21.8,0.00,0.00,0.60,83,30.4,,,,
2014-04-07,602,Loveland Basin,22,29,16,21.8,0.70,0.70,0.60,83,30.4,100.0,,,
2014-04-08,602,Loveland Basin,30,43,20,22.5,0.10,0.10,1.30,95,27.3,0.0,,,
2014-04-09,602,Loveland Basin,36,49,24,22.6,0.00,0.00,1.40,89,29.1,,,,
2014-04-10,602,Loveland Basin,36,49,29,22.6,0.10,0.10,1.40,84,30.6,100.0,,,
2014-04-11,602,Loveland Basin,38,51,28,22.7,0.00,0.00,1.50,82,31.5,,,,
2014-04-12,602,Loveland Basin,37,50,29,22.7,0.00,0.00,1.50,79,32.7,,,,
2014-04-13,602,Loveland Basin,18,29,2,22.7,0.20,0.20,1.50,79,32.7,100.0,,,
2014-04-14,602,Loveland Basin,12,25,-3,22.9,0.60,0.70,1.70,89,29.2,117.0,,,
2014-04-15,602,Loveland Basin,28,40,12,23.5,0.10,0.20,2.30,86,31.0,200.0,,,
2014-04-16,602,Loveland Basin,26,39,15,23.6,0.00,0.00,2.40,83,32.4,,,,
2014-04-17,602,Loveland Basin,31,45,15,23.6,0.00,0.00,2.40,83,32.4,,,,
2014-04-18,602,Loveland Basin,38,53,26,23.6,0.00,0.00,2.40,80,33.4,,,,
2014-04-19,602,Loveland Basin,35,49,26,23.6,0.30,0.30,2.40,78,33.7,100.0,,,
2014-04-20,602,Loveland Basin,35,49,26,23.9,0.10,0.10,2.70,82,32.4,0.0,,,
2014-04-21,602,Loveland Basin,36,51,24,24.0,0.00,0.00,2.80,80,33.2,,,,
2014-04-22,602,Loveland Basin,40,52,30,24.0,0.00,0.00,2.80,76,34.7,,,,
2014-04-23,602,Loveland Basin,31,44,16,24.0,0.00,0.00,2.80,75,34.8,,,,
2014-04-24,602,Loveland Basin,29,45,13,24.0,0.00,0.00,2.80,75,34.8,,,,
2014-04-25,602,Loveland Basin,38,50,24,24.0,0.00,0.00,2.80,74,35.3,,,,
2014-04-26,602,Loveland Basin,35,47,24,24.0,0.00,0.00,2.80,73,35.5,,,,
2014-04-27,602,Loveland Basin,22,29,17,24.0,0.40,0.40,2.80,73,35.3,100.0,,,
2014-04-28,602,Loveland Basin,17,29,14,24.4,0.20,0.40,3.20,79,33.2,200.0,,,
2014-04-29,602,Loveland Basin,19,29,14,24.6,0.40,0.50,3.40,83,32.0,125.0,,,
2014-04-30,602,Loveland Basin,21,33,15,25.0,0.40,0.40,3.80,84,32.3,50.0,,,
2014-05-01,602,Loveland Basin,25,35,14,25.4,0.00,0.00,4.20,81,33.7,,,,
2014-05-02,602,Loveland Basin,36,50,24,25.4,0.00,0.00,0.00,79,34.6,,,,
2014-05-03,602,Loveland Basin,43,56,32,25.4,0.00,0.00,0.00,75,36.3,,,,
2014-05-04,602,Loveland Basin,44,54,32,25.4,0.00,0.00,0.00,73,37.0,,,,
2014-05-05,602,Loveland Basin,43,53,36,25.4,0.00,0.00,0.00,71,37.0,,,,
2014-05-06,602,Loveland Basin,40,53,31,25.4,0.00,0.00,0.00,70,37.3,,,,
2014-05-07,602,Loveland Basin,35,47,24,25.4,0.10,0.10,0.00,68,37.6,0.0,,,
2014-05-08,602,Loveland Basin,27,41,19,25.5,0.30,0.40,0.10,67,37.6,133.0,,,
2014-05-09,602,Loveland Basin,30,42,22,25.8,0.40,0.40,0.40,69,37.1,100.0,,,
2014-05-10,602,Loveland Basin,34,44,25,26.2,0.20,0.20,0.80,73,35.6,100.0,,,
2014-05-11,602,Loveland Basin,24,33,15,26.4,0.40,0.60,1.00,73,35.9,150.0,,,
2014-05-12,602,Loveland Basin,18,28,13,26.8,0.10,0.10,1.40,77,34.8,100.0,,,
2014-05-13,602,Loveland Basin,19,34,6,26.9,0.00,0.10,1.50,74,36.4,,,,
2014-05-14,602,Loveland Basin,24,38,10,26.9,0.00,0.50,1.50,71,38.0,,,,
2014-05-15,602,Loveland Basin,33,43,25,26.9,0.60,0.60,1.50,75,36.7,50.0,,,
2014-05-16,602,Loveland Basin,36,47,31,27.5,0.30,0.50,2.10,78,35.6,167.0,,,
2014-05-17,602,Loveland Basin,39,51,31,27.8,0.00,0.00,2.40,81,34.9,,,,
2014-05-18,602,Loveland Basin,46,57,36,27.8,0.00,0.00,2.40,76,37.2,,,,
2014-05-19,602,Loveland Basin,45,57,32,27.8,0.00,0.00,2.40,70,40.3,,,,
2014-05-20,602,Loveland Basin,44,58,30,27.8,0.00,0.00,2.40,66,41.5,,,,
2014-05-21,602,Loveland Basin,40,55,30,27.8,0.20,0.20,2.40,64,42.0,0.0,,,
2014-05-22,602,Loveland Basin,39,52,32,28.0,0.00,0.00,2.60,61,43.9,,,,
2014-05-23,602,Loveland Basin,42,54,34,28.0,0.30,0.40,2.60,61,43.4,133.0,,,
2014-05-24,602,Loveland Basin,39,54,33,28.3,0.70,1.30,2.90,59,45.6,186.0,,,
2014-05-25,602,Loveland Basin,34,43,27,29.0,0.40,0.40,3.60,62,45.5,75.0,,,
2014-05-26,602,Loveland Basin,40,56,27,29.4,0.00,0.00,4.00,63,45.2,,,,
2014-05-27,602,Loveland Basin,45,58,35,29.4,0.00,0.00,4.00,60,46.7,,,,
2014-05-28,602,Loveland Basin,49,63,37,29.4,0.00,0.00,4.00,59,47.1,,,,
2014-05-29,602,Loveland Basin,46,62,37,29.4,0.00,0.00,4.00,59,47.1,,,,
2014-05-30,602,Loveland Basin,40,49,33,29.4,0.40,0.40,4.00,58,47.1,50.0,,,
2014-05-31,602,Loveland Basin,46,59,34,29.8,0.00,0.00,4.40,58,47.4,,,,
2014-06-01,602,Loveland Basin,45,57,35,29.8,0.00,0.00,4.40,56,47.3,,,,
2014-06-02,602,Loveland Basin,46,60,32,29.8,0.00,0.00,0.00,54,47.0,,,,
2014-06-03,602,Loveland Basin,49,58,37,29.8,0.00,0.00,0.00,51,46.7,,,,
2014-06-04,602,Loveland Basin,47,62,34,29.8,0.00,0.00,0.00,48,47.1,,,,
2014-06-05,602,Loveland Basin,44,59,32,29.8,0.00,0.00,0.00,45,46.4,,,,
2014-06-06,602,Loveland Basin,45,59,35,29.8,0.10,0.10,0.00,43,45.1,0.0,,,
2014-06-07,602,Loveland Basin,45,59,35,29.9,0.00,0.00,0.10,41,45.1,,,,
2014-06-08,602,Loveland Basin,37,52,28,29.9,0.30,0.30,0.10,38,46.1,0.0,,,
2014-06-09,602,Loveland Basin,37,50,21,30.2,0.00,0.00,0.40,35,45.4,,,,
2014-06-10,602,Loveland Basin,46,57,35,30.2,0.10,0.10,0.40,33,45.8,0.0,,,
2014-06-11,602,Loveland Basin,45,57,36,30.3,0.00,0.00,0.50,30,46.0,,,,
2014-06-12,602,Loveland Basin,45,57,30,30.3,0.00,0.00,0.50,28,44.6,,,,
2014-06-13,602,Loveland Basin,50,60,41,30.3,0.00,0.00,0.50,25,44.8,,,,
2014-06-14,602,Loveland Basin,43,55,32,30.3,0.00,0.00,0.50,21,42.4,,,,
2014-06-15,602,Loveland Basin,40,51,31,30.3,0.10,0.10,0.50,16,41.9,0.0,,,
2014-06-16,602,Loveland Basin,47,56,35,30.4,0.00,0.00,0.60,13,45.4,,,,
2014-06-17,602,Loveland Basin,49,58,40,30.4,0.00,0.00,0.60,9,45.6,,,,
2014-06-18,602,Loveland Basin,42,54,33,30.4,0.10,0.10,0.60,4,50.0,0.0,,,
2014-06-19,602,Loveland Basin,43,54,32,30.5,0.00,0.00,0.70,3,43.3,,,,
2014-06-20,602,Loveland Basin,47,62,33,30.5,0.00,0.00,0.70,2,,,,,
2014-06-21,602,Loveland Basin,47,58,39,30.5,0.00,0.00,0.70,1,,,,,
2014-06-22,602,Loveland Basin,44,54,36,30.5,0.10,0.10,0.70,0,,0.0,,,
2014-06-23,602,Loveland Basin,45,57,36,30.6,0.00,0.00,0.80,0,,,,,
2014-06-24,602,Loveland Basin,46,59,38,30.6,0.00,0.00,0.80,0,,,,,
2014-06-25,602,Loveland Basin,50,63,39,30.6,0.00,0.00,0.80,0,,,,,
2014-06-26,602,Loveland Basin,51,62,40,30.6,0.00,0.00,0.80,0,,,,,
2014-06-27,602,Loveland Basin,44,55,36,30.6,0.20,0.20,0.80,0,,0.0,,,
2014-06-28,602,Loveland Basin,44,55,35,30.8,0.00,0.00,1.00,0,,,,,
2014-06-29,602,Loveland Basin,54,64,45,30.8,0.00,0.00,1.00,0,,,,,
2014-06-30,602,Loveland Basin,52,64,37,30.8,0.00,0.00,1.00,0,,,,,
2014-07-01,602,Loveland Basin,47,61,33,30.8,0.00,0.00,1.00,0,,,,,
2014-07-02,602,Loveland Basin,49,65,36,30.8,0.00,0.00,0.00,0,,,,,
2014-07-03,602,Loveland Basin,52,66,42,30.8,0.00,0.00,0.00,0,,,,,
2014-07-04,602,Loveland Basin,49,63,40,30.8,0.20,0.20,0.00,0,,0.0,,,
2014-07-05,602,Loveland Basin,51,64,40,31.0,0.00,0.00,0.20,0,,,,,
2014-07-06,602,Loveland Basin,53,66,44,31.0,0.00,0.00,0.20,0,,,,,
2014-07-07,602,Loveland Basin,56,68,45,31.0,0.00,0.00,0.20,0,,,,,
2014-07-08,602,Loveland Basin,53,67,41,31.0,0.00,0.00,0.20,0,,,,,
2014-07-09,602,Loveland Basin,53,67,44,31.0,0.00,0.00,0.20,0,,,,,
2014-07-10,602,Loveland Basin,51,67,43,31.0,0.50,0.50,0.20,0,,0.0,,,
2014-07-11,602,Loveland Basin,52,64,45,31.5,0.00,0.00,0.70,0,,,,,
2014-07-12,602,Loveland Basin,52,64,43,31.5,0.00,0.00,0.70,0,,,,,
2014-07-13,602,Loveland Basin,52,65,42,31.5,0.00,0.00,0.70,0,,,,,
2014-07-14,602,Loveland Basin,51,66,43,31.5,0.00,0.00,0.70,0,,,,,
2014-07-15,602,Loveland Basin,50,63,42,31.5,0.20,0.20,0.70,0,,0.0,,,
2014-07-16,602,Loveland Basin,48,60,38,31.7,0.30,0.30,0.90,0,,0.0,,,
2014-07-17,602,Loveland Basin,48,61,38,32.0,0.00,0.00,1.20,0,,,,,
2014-07-18,602,Loveland Basin,50,62,40,32.0,0.00,0.00,1.20,0,,,,,
2014-07-19,602,Loveland Basin,54,67,44,32.0,0.00,0.00,1.20,0,,,,,
2014-07-20,602,Loveland Basin,53,68,42,32.0,0.00,0.00,1.20,0,,,,,
2014-07-21,602,Loveland Basin,54,67,43,32.0,0.00,0.00,1.20,0,,,,,
2014-07-22,602,Loveland Basin,56,70,45,32.0,0.00,0.00,1.20,0,,,,,
2014-07-23,602,Loveland Basin,55,68,45,32.0,0.00,0.00,1.20,0,,,,,
2014-07-24,602,Loveland Basin,56,68,48,32.0,0.00,0.00,1.20,0,,,,,
2014-07-25,602,Loveland Basin,53,67,45,32.0,0.00,0.00,1.20,0,,,,,
2014-07-26,602,Loveland Basin,51,64,42,32.0,0.20,0.20,1.20,0,,0.0,,,
2014-07-27,602,Loveland Basin,51,66,42,32.2,0.00,0.00,1.40,0,,,,,
2014-07-28,602,Loveland Basin,50,62,44,32.2,0.10,0.10,1.40,0,,0.0,,,
2014-07-29,602,Loveland Basin,48,56,42,32.3,0.30,0.30,1.50,0,,0.0,,,
2014-07-30,602,Loveland Basin,43,50,41,32.6,0.80,0.80,1.80,0,,0.0,,,
2014-07-31,602,Loveland Basin,44,47,39,33.4,0.20,0.20,2.60,0,,0.0,,,
2014-08-01,602,Loveland Basin,42,53,35,33.6,0.00,0.00,2.80,0,,,,,
2014-08-02,602,Loveland Basin,46,64,33,33.6,0.00,0.00,0.00,0,,,,,
2014-08-03,602,Loveland Basin,50,64,40,33.6,0.00,0.00,0.00,0,,,,,
2014-08-04,602,Loveland Basin,48,58,43,33.6,0.40,0.40,0.00,0,,0.0,,,
2014-08-05,602,Loveland Basin,47,58,41,34.0,0.20,0.20,0.40,0,,0.0,,,
2014-08-06,602,Loveland Basin,48,60,40,34.2,0.00,0.00,0.60,0,,,,,
2014-08-07,602,Loveland Basin,48,61,39,34.2,0.00,0.00,0.60,0,,,,,
2014-08-08,602,Loveland Basin,48,62,38,34.2,0.00,0.00,0.60,0,,,,,
2014-08-09,602,Loveland Basin,46,58,38,34.2,0.10,0.10,0.60,0,,0.0,,,
2014-08-10,602,Loveland Basin,45,58,38,34.3,0.00,0.00,0.70,0,,,,,
2014-08-11,602,Loveland Basin,48,63,37,34.3,0.00,0.00,0.70,0,,,,,
2014-08-12,602,Loveland Basin,51,64,41,34.3,0.00,0.00,0.70,0,,,,,
2014-08-13,602,Loveland Basin,50,61,43,34.3,0.20,0.20,0.70,0,,0.0,,,
2014-08-14,602,Loveland Basin,47,57,40,34.5,0.20,0.20,0.90,0,,0.0,,,
2014-08-15,602,Loveland Basin,49,60,40,34.7,0.00,0.00,1.10,0,,,,,
2014-08-16,602,Loveland Basin,50,63,41,34.7,0.00,0.00,1.10,0,,,,,
2014-08-17,602,Loveland Basin,51,63,42,34.7,0.00,0.00,1.10,0,,,,,
2014-08-18,602,Loveland Basin,50,62,41,34.7,0.00,0.00,1.10,0,,,,,
2014-08-19,602,Loveland Basin,53,62,43,34.7,0.40,0.40,1.10,0,,0.0,,,
2014-08-20,602,Loveland Basin,49,60,42,35.1,0.10,0.10,1.50,0,,0.0,,,
2014-08-21,602,Loveland Basin,47,59,40,35.2,0.10,0.10,1.60,0,,0.0,,,
2014-08-22,602,Loveland Basin,45,52,40,35.3,0.00,0.00,1.70,0,,,,,
2014-08-23,602,Loveland Basin,42,53,36,35.3,0.10,0.10,1.70,0,,0.0,,,
2014-08-24,602,Loveland Basin,45,56,37,35.4,0.00,0.00,1.80,0,,,,,
2014-08-25,602,Loveland Basin,46,59,39,35.4,0.00,0.00,1.80,0,,,,,
2014-08-26,602,Loveland Basin,45,58,38,35.4,0.80,0.80,1.80,0,,0.0,,,
2014-08-27,602,Loveland Basin,42,53,36,36.2,0.30,0.30,2.60,0,,0.0,,,
2014-08-28,602,Loveland Basin,40,43,37,36.5,0.30,0.30,2.90,0,,0.0,,,
2014-08-29,602,Loveland Basin,44,55,38,36.8,0.00,0.00,3.20,0,,,,,
2014-08-30,602,Loveland Basin,46,60,38,36.8,0.10,0.10,3.20,0,,0.0,,,
2014-08-31,602,Loveland Basin,45,50,39,36.9,0.10,0.10,3.30,0,,0.0,,,
2014-09-01,602,Loveland Basin,44,54,37,37.0,0.00,0.00,3.40,0,,,,,
2014-09-02,602,Loveland Basin,50,61,40,37.0,0.00,0.00,0.00,0,,,,,
2014-09-03,602,Loveland Basin,53,65,43,37.0,0.00,0.00,0.00,0,,,,,
2014-09-04,602,Loveland Basin,46,61,37,37.0,0.40,0.40,0.00,0,,0.0,,,
2014-09-05,602,Loveland Basin,42,54,35,37.4,0.20,0.20,0.40,0,,0.0,,,
2014-09-06,602,Loveland Basin,45,58,36,37.6,0.00,0.00,0.60,0,,,,,
2014-09-07,602,Loveland Basin,46,58,40,37.6,0.10,0.10,0.60,0,,0.0,,,
2014-09-08,602,Loveland Basin,46,53,42,37.7,0.00,0.00,0.70,0,,,,,
2014-09-09,602,Loveland Basin,42,47,37,37.7,0.80,0.80,0.70,0,,0.0,,,
2014-09-10,602,Loveland Basin,40,50,35,38.5,0.10,0.10,1.50,0,,0.0,,,
2014-09-11,602,Loveland Basin,43,55,30,38.6,0.00,0.00,1.60,0,,,,,
2014-09-12,602,Loveland Basin,41,53,30,38.6,0.00,0.00,1.60,0,,,,,
2014-09-13,602,Loveland Basin,45,56,36,38.6,0.00,0.00,1.60,0,,,,,
2014-09-14,602,Loveland Basin,47,56,40,38.6,0.00,0.00,1.60,0,,,,,
2014-09-15,602,Loveland Basin,46,59,38,38.6,0.00,0.00,1.60,0,,,,,
2014-09-16,602,Loveland Basin,47,60,40,38.6,0.00,0.00,1.60,0,,,,,
2014-09-17,602,Loveland Basin,48,62,40,38.6,0.00,0.00,1.60,0,,,,,
2014-09-18,602,Loveland Basin,51,64,40,38.6,0.00,0.00,1.60,0,,,,,
2014-09-19,602,Loveland Basin,49,62,41,38.6,0.00,0.00,1.60,0,,,,,
